id,name,pack,type,rarity,image_id,cost,description,,,,,
171,標を与えるレディアンスエンジェル,1,6,0,10161130,5,【ファンファーレ】自分のデッキから2枚を引く。自分のリーダーを2回復。,,,,,
172,水の守護神・サレファ,1,6,3,10164130,5,"【ファンファーレ】自分のリーダーを3回復。
【守護】
【進化時】相手の場のフォロワーすべてに3ダメージ。",,,,,
173,終焉のスカルフェイン,1,6,2,10163110,6,【ファンファーレ】自分の場のアミュレットすべてを破壊。相手の場のフォロワーすべてと相手のリーダーにXダメージ。Xはこれで破壊した枚数である。,,,,,
174,フェザーレイン,1,6,0,10161310,6,相手の場のフォロワーすべてに3ダメージ。『ホーリーファルコン』1枚を自分の場に出す。,,,,,
175,邪教の器,1,6,2,10163220,6,【アクト】これを破壊。場のフォロワーすべてを破壊。,,,,,
176,大地の守護神・ミーヴェ,1,6,1,10162130,7,"【守護】
【ラストワード】このバトル中に破壊された自分の元のコスト最大のアミュレットからランダム1枚と同名のカード1枚を自分の場に出す。",,,,,
177,裁決のアナテマ・ロデオ,1,6,3,10164110,7,"【ファンファーレ】自分の手札1枚を選ぶ。それを捨てる。自分のデッキのコスト3以下のアミュレットからランダム3種類を自分の場に出す。
【超進化時】相手の場の攻撃力最大のフォロワーからランダム1枚を破壊。相手の場のフォロワーすべてに1ダメージ。",,,,,
178,純白の聖女・ジャンヌ,1,6,3,10164120,7,"【ファンファーレ】相手の場のフォロワーすべてに6ダメージ。自分の場の他のフォロワーすべては+2/+4する。
【守護】",,,,,
179,大いなる熾天使・ラピス,1,6,2,10163130,8,【ラストワード】自分は『クレスト：大いなる熾天使・ラピス』を持つ。,,,,,
180,ビビッドインベンター・イリス,1,7,0,10171110,1,【ラストワード】『パスト・コア』1枚を自分の手札に加える。,,,,,
181,アーティファクトチャージ,1,7,0,10171320,1,『フューチャー・コア』1枚と『パスト・コア』1枚を自分の手札に加える。,,,,,
182,アンストッパブルガンナー,1,7,0,10171130,2,"【ファンファーレ】『フューチャー・コア』1枚を自分の手札に加える。
【進化時】相手の場のフォロワー1枚を選ぶ。それに3ダメージ。",,,,,
183,愛執のドールユーザー,1,7,1,10172120,2,"【ファンファーレ】『操り人形』1枚を自分の手札に加える。
【進化時】【ファンファーレ】と同じ能力が働く。",,,,,
184,命の奔流,1,7,1,10172310,2,相手の場のフォロワー1枚を選ぶ。それに3ダメージ。『パスト・コア』1枚を自分の手札に加える。,,,,,
185,オートマタアサシン,1,7,0,10171140,3,"【ファンファーレ】『改良型・操り人形』1枚を自分の手札に加える。
自分の人形・フォロワーが場に出たとき、自分のターンごとに1回、それは【必殺】を持つ。",,,,,
186,レゾリューション・ミリアム,1,7,2,10173110,3,"【ファンファーレ】『フューチャー・コア』1枚と『パスト・コア』1枚を自分の手札に加える。
【進化時】【ファンファーレ】と同じ能力が働く。",,,,,
187,新たなる少女・エース,1,7,3,10174110,3,"【ファンファーレ】自分のデッキから1枚を引く。
【進化時】自分は『クレスト：新たなる少女・エース』を持つ。",,,,,
188,人形の身代わり,1,7,0,10171310,3,『改良型・操り人形』2枚を自分の場に出す。,,,,,
189,ストラグルリーダー・ルキナ,1,7,1,10172110,4,"【ファンファーレ】『フューチャー・コア』1枚と『パスト・コア』1枚を自分の手札に加える。
【進化時】『アタックアーティファクト』1枚を自分の場に出す。",,,,,
190,メタルマーセナリー・ディルク,1,7,0,10171120,5,【ファンファーレ】『キャッスルアーティファクト』1枚を自分の場に出す。,,,,,
191,改境の天宮・アルエット,1,7,2,10173140,5,"【ファンファーレ】『フューチャー・コア』1枚と『パスト・コア』1枚を自分の手札に加える。
【進化時】自分の手札のコスト5以下のアーティファクト・フォロワー1枚を選ぶ。それのコピー1枚を自分の場に出す。",,,,,
192,改境の再動,1,7,1,10172320,5,自分の手札のコスト5以下のアーティファクト・フォロワー2枚を選ぶ。それのコピー1枚を自分の場に出す。それは「相手のターン終了時、これを破壊。」を持つ。,,,,,
193,遺産の砲撃,1,7,2,10173210,5,"【ファンファーレ】『フューチャー・コア』1枚を自分の手札に加える。
自分が【融合】したとき、相手の場のフォロワーからランダム1枚に2ダメージ。",,,,,
194,殺意の糸・ノア,1,7,1,10172130,6,【ファンファーレ】『操り人形』3枚を自分の手札に加える。自分の手札の人形・フォロワーすべては+1/+0する。,,,,,
195,箱庭の断罪者・シルヴィア,1,7,2,10173120,6,"【ファンファーレ】【モード】1つを選んでその能力が働く。
（1）自分のデッキから2枚を引く。
（2）自分のリーダーを4回復。
【進化時】相手の場のフォロワー1枚を選ぶ。それを破壊。
【超進化時】1枚ではなく2枚。",,,,,
196,プロシードハート・オーキス,1,7,3,10174120,8,"【ファンファーレ】『ロイド』1枚を自分の場に出す。
自分の人形・フォロワーが場に出たとき、それは【疾走】と【必殺】を持つ。
【超進化時】『改良型・操り人形』2枚を自分の場に出す。",,,,,
197,ブーストエクステンド・ララミア,1,7,3,10174130,8,"【ファンファーレ】自分の手札のコスト5以下のアーティファクト・フォロワー3枚を選ぶ。それのコピー1枚を自分の場に出す。
【超進化時】自分の場のアーティファクト・フォロワーすべては+1/+1する。",,,,,
198,狂気の創造者・リーアム,1,7,2,10173130,9,"【ファンファーレ】『改良型・操り人形』3枚を自分の場に出す。
【進化時】自分の場の人形・フォロワーすべては【守護】と「【ラストワード】相手のリーダーに2ダメージ。」を持つ。",,,,,
199,二刀のゴブリン,2,0,0,10201110,1,【ファンファーレ】自分の場に超進化後のフォロワーがあるなら、相手の場のフォロワー1枚を選ぶ。それに4ダメージ。,,,,,
200,メイドエンジェル・チェレッタ,2,0,1,10202110,2,"【ファンファーレ】超進化可能ターンなら、これは+0/+3する。
【守護】",,,,,
201,霊光の双神・フニカル＆ヤヴンハール,2,0,2,10203120,2,"【エンハンス_5】これは進化する。
【ラストワード】これが進化後なら、相手の場のフォロワーからランダム1枚に4ダメージ。",,,,,#VALUE!
202,リバースチェンジ,2,0,0,10201310,2,場のフォロワー1枚を選ぶ。それは+2/-2する。,,,,,
203,颶風の天宮・グリームニル,2,0,3,10204120,3,"【ファンファーレ】自分は『クレスト：颶風の天業・グリームニル』を持つ。
【守護】",,,,,
204,絆の天使・レイナ,2,0,2,10203110,7,【進化時】自分の場の進化前のフォロワーすべては進化する。,,,,,
205,運命の黄昏・オーディン,2,0,0,10204110,7,"【ファンファーレ】相手の場のカード1枚を選ぶ。それを消滅。
【疾走】",,,,,
206,樹上からの急襲,2,1,1,10212310,1,「相手の場のフォロワーからランダム1枚に2ダメージ。」を1回行う。【コンボ_3】1回ではなく2回。,,,,,
207,フェアリーフェンサー,2,1,1,10212120,2,"手札で働く。自分のフォロワーが超進化したとき、これのコストを1にする。
【ファンファーレ】『フェアリー』1枚を自分の手札に加える。",,,,,
208,花園の導き,2,1,2,10213310,2,"【融合】エルフ・カード
自分のデッキから1枚を引く。これに【融合】していたなら、1枚ではなく2枚。",,,,,
209,ワイルドガール,2,1,0,10211110,3,【突進】,,,,,
210,フォレストシバリー・シンシア,2,1,2,10213110,4,"【ファンファーレ】『フェアリー』2枚を自分の場に出す。
【進化時】自分の場の妖精・フォロワーすべては+1/+0する。",,,,,
211,翅の女王・ティターニア,2,1,3,10214110,4,"【ファンファーレ】『フェアリー』1枚を自分の場に出す。自分は『クレスト：翅の女王・ティターニア』を持つ。
【進化時】相手の場のフォロワー1枚を選ぶ。それは『フェアリー』に変身する。",,,,,
212,木槌のドワーフ,2,1,0,10211120,5,【ファンファーレ】相手の場のフォロワー1枚を選ぶ。それに4ダメージ。【コンボ_3】1枚を選ぶのではなくすべて。,,,,,
213,アーデントエルフ・レオネル,2,1,1,10212110,6,"【ファンファーレ】『ベビーカーバンクル』2枚を自分の場に出す。
【守護】",,,,,
214,絡み付く密林・リマーガ,2,1,3,10214120,7,"【ファンファーレ】相手の場のフォロワー2枚を選ぶ。相手のターン終了まで、それは「フォロワーやリーダーを攻撃できない。」を持つ。
【超進化時】相手の場のフォロワー2枚を選ぶ。それは「ターン終了時、自分のリーダーに1ダメージ。これに2ダメージ。」を持つ。",,,,,
215,森の行進,2,1,0,10211310,7,『温厚なるトレント』3枚を自分の場に出す。,,,,,
216,トリガーメイド・セリエ,2,2,0,10221110,2,【ファンファーレ】相手の場のフォロワーからランダム2枚に1ダメージ。,,,,,
217,休日の王女・プリム,2,2,2,10223120,2,"【ファンファーレ】『静かなるメイド・ノーニャ』1枚を自分の手札に加える。
【潜伏】
【超進化時】自分の場の他のフォロワーすべては+1/+1する。",,,,,
218,商談成立,2,2,0,10221310,2,自分のデッキから2枚を引く。相手は自身のデッキから1枚を引く。,,,,,
219,三将姫の乱撃,2,2,1,10222310,2,"相手の場のフォロワーからランダム1枚に4ダメージ。
【エンハンス_4】1枚ではなく3枚。",,,,,
220,豪胆なる副団長・ゲルト,2,2,1,10222110,3,"【守護】
自分のターン終了時、自分の場に超進化後のフォロワーがあるなら、自分の場のフォロワーすべては+1/+1する。",,,,,
221,ソードプリンセス・ロゼ,2,2,2,10223110,3,"【エンハンス_5】自分のデッキからコスト2以下のロイヤル・フォロワー1枚を引く。それのコストを0にする。
【突進】
【攻撃時】ダメージを受けているフォロワーへの攻撃なら、交戦相手を破壊。",,,,,
222,オーディナリーナイト・ラケル,2,2,1,10222120,4,"【ファンファーレ】自分のデッキからスペル1枚を引く。
【進化時】自分のPPを2回復。",,,,,
223,暗躍のニンジャマスター,2,2,0,10221120,5,【潜伏】,,,,,
224,静寂のアナテマ・ギルダリア,2,2,3,10224110,6,"【ファンファーレ】【連携_20】これは超進化する。
自分の他のフォロワーが場に出たとき、相手の場のフォロワーすべてに1ダメージ。
これが進化したとき、『スティールナイト』2枚を自分の場に出す。それは【突進】を持つ。",,,,,
225,レヴィオンの超越者・ユリウス,2,2,3,10224120,8,"【ファンファーレ】『ナイト』2枚を相手の場に出す。
相手のフォロワーが場に出たとき、相手のターン終了まで、それは「フォロワーやリーダーを攻撃できない。」を持つ。相手のリーダーに1ダメージ。自分のリーダーを1回復。",,,,,
226,憧憬の魔女・メルヴィ,2,3,1,10231110,2,【ファンファーレ】『魔女の錬金釜』1枚を自分の手札に加える。自分の場に超進化後のフォロワーがあるなら、自分の場の土の印を+2する。,,,,,
227,魔導の司書,2,3,0,10231120,2,【ファンファーレ】自分の手札1枚を選ぶ。それをデッキに戻す。自分のデッキからスペル1枚を引く。,,,,,
228,パメラの舞踏,2,3,2,10233310,2,自分の場の土の印を+1する。自分は『クレスト：パメラの舞踏』を持つ。,,,,,
229,マナリアの剣士・オーウェン,2,3,2,10233110,3,"【守護】
【交戦時】自分の手札すべては1回スペルブーストする。
【進化時】自分のデッキからフォロワー2枚を引く。",,,,,
230,カオスフレイム,2,3,1,10232310,3,"Xは0から始まる。
【スペルブースト時】これのXを+1する。
相手の場のフォロワーすべてにXダメージを割りふる。",,,,,
231,調香の魔術師,2,3,1,10232120,4,"【ファンファーレ】相手の場のフォロワー1枚を選ぶ。それに3ダメージ。自分の場の土の印を+1する。
【進化時】【ファンファーレ】と同じ能力が働く。",,,,,
232,アイスピアース,2,3,0,10231310,4,相手の場のフォロワー1枚を選ぶ。それを破壊。【土の秘術_1】相手のリーダーに2ダメージ。,,,,,
233,否定の詠唱・バーゼント,2,3,1,10232110,5,"【ファンファーレ】『オニオン軍団』2枚を自分の場に出す。
【進化時】自分は『クレスト：否定の詠唱・バーゼント』を持つ。",,,,,
234,アダマントアルケミスト・ノーマン,2,3,2,10234120,6,"【ファンファーレ】【土の秘術_1】【モード】1つを選んでその能力が働く。
（1）『ガーディアンゴーレム』1枚を自分の場に出す。それは【バリア】を持つ。
（2）自分のデッキから3枚を引く。
（3）自分のリーダーを4回復。
【進化時】【ファンファーレ】と同じ能力が働く。",,,,,
235,暴食のアナテマ・ララアンセム,2,3,3,10234110,8,"【オーラ】
【ラストワード】【土の秘術_2】『暴食のアナテマ・ララアンセム』1枚を自分の場に出す。
【超進化時】相手の場のフォロワー2枚を選ぶ。それを破壊。",,,,,
236,飛躍のアイボリードラゴン,2,4,0,10241120,1,"【ファンファーレ】【覚醒】なら、自分のデッキから1枚を引く。
【突進】",,,,,
237,炎竜の剣,2,4,1,10242210,1,コスト1【アクト】これを破壊。自分の場のフォロワー1枚を選ぶ。それは+1/+1して「【ラストワード】『炎竜の剣』1枚を自分の場に出す。」を持つ。,,,,,
238,宿願のドラゴニュートプリンセス,2,4,1,10242110,2,【ファンファーレ】自分の場に超進化後のフォロワーがあるなら、自分のデッキから2枚を引く。,,,,,
239,銀氷の竜少女・フィルレイン,2,4,3,10244110,2,"【ファンファーレ】【覚醒】なら、『銀氷の吐息』1枚を自分の手札に加える。
【必殺】
【進化時】相手の場のフォロワーすべてに1ダメージ。",,,,,
240,オルカの呼び声,2,4,0,10241310,2,『大海のオルカ』1枚を自分の場に出す。【覚醒】なら、自分のデッキから『オルカの呼び声』1枚を引く。,,,,,
241,歴戦のマーマン,2,4,1,10242120,5,"【ファンファーレ】『大海のオルカ』2枚を自分の場に出す。
【進化時】『大海のオルカ』1枚を自分の場に出す。",,,,,
242,ドラゴニックストライク,2,4,2,10243310,6,自分の手札1枚を選ぶ。それのコストを-2する。相手の場のフォロワーすべてに3ダメージ。,,,,,
243,蒼海の裁き・ネプチューン,2,4,2,10243110,7,"【ファンファーレ】自分は『クレスト：蒼海の裁き・ネプチューン』を持つ。『大海のオルカ』2枚を自分の場に出す。
【守護】
【超進化時】『大海のオルカ』2枚を自分の場に出す。",,,,,
244,絢爛なる鳳凰・ほーちゃん,2,4,3,10244120,8,【ファンファーレ】自分のデッキすべてのコストを半分にする。,,,,,
245,庇護の知竜,2,4,0,10241110,10,"手札で働く。自分のフォロワーが超進化したとき、これのコストを-3する。
【ファンファーレ】『大翼のドラゴン』1枚を自分の場に出す。",,,,,
246,怨恨の栽培者,2,5,0,10251120,1,【ラストワード】『ゴースト』1枚を自分の手札に加える。,,,,,
247,カースパーティー,2,5,0,10251310,2,『ゴースト』1枚と『スケルトン』1枚と『腐臭のゾンビ』1枚を自分の手札に加える。,,,,,
248,蝙蝠の使役,2,5,1,10252310,2,『バット』2枚を自分の場に出す。,,,,,
249,ブラストウィング・ピュラ,2,5,1,10252110,3,"【突進】
自分の他のフォロワーが超進化したとき、それとこれは+2/+0する。",,,,,
250,クルーエルウォー・ラウラ,2,5,2,10253110,3,"【ファンファーレ】自分の場の他のフォロワー1枚を選ぶ。それは【必殺】を持つ。
【超進化時】自分の場の他のフォロワー1枚を選ぶ。それは【疾走】を持つ。",,,,,
251,ノクターンジェネラル・エクセラ,2,5,2,10253120,4,"【ファンファーレ】これは+X/+0する。Xは自分の場の他のフォロワーの枚数である。自分のリーダーに2ダメージ。
【疾走】",,,,,
252,シルバーバレット・レイヴン,2,5,0,10251110,5,"【必殺】
【進化時】相手の場のフォロワー2枚を選ぶ。それを破壊。自分のリーダーに2ダメージ。",,,,,
253,流れ墜つ冥河・カローン,2,5,3,10254120,5,"【ファンファーレ】【リアニメイト_2】と【リアニメイト_1】を行う。
自分の死者・フォロワーが場に出たとき、それは【守護】を持つ。
【超進化時】自分は『クレスト：流れ堕つ冥河・カローン』を持つ。",,,,,
254,コープスソルジャー,2,5,1,10252120,6,【ファンファーレ】『腐臭のゾンビ』2枚を自分の場に出す。,,,,,
255,双輪夜行・ギンセツ＆ユヅキ,2,5,3,10254110,9,"【ファンファーレ】【モード】1つを選んでその能力が働く。
（1）『一ツ尾狐』4枚を自分の場に出す。
（2）相手の場のフォロワーからランダム4枚を破壊。自分のリーダーを4回復。",,,,,
256,ディバインガード,2,6,1,10262310,1,自分の場の【守護】を持つフォロワー1枚を選ぶ。それは+0/+1する。相手の場のフォロワーからランダム1枚にXダメージ。Xは選んだフォロワーの体力である。,,,,,
257,マリスオラクル・ダムス,2,6,0,10261120,2,【ファンファーレ】相手の場のフォロワー1枚を選ぶ。それは「自分のターン終了時、これを破壊。」を持つ。,,,,,
258,光の香炉,2,6,0,10261210,2,コスト1【アクト】これを破壊。自分のリーダーを4回復。,,,,,
259,粉砕の聖職者,2,6,0,10261110,3,"【守護】
【進化時】相手の場の超進化後のフォロワー1枚を選ぶ。それを破壊。",,,,,
260,バラージエクソシスト・コレット,2,6,1,10262110,3,【ファンファーレ】「相手の場のフォロワーからランダム1枚に2ダメージ。」を1回行う。自分の場のアミュレットの枚数が2以上なら、1回ではなく2回。,,,,,
261,狂おしき恩寵,2,6,0,10263310,4,自分のリーダーを10回復。自分は『クレスト：狂おしき恩寵』を持つ。,,,,,
262,潔癖の審判者,2,6,1,10262120,5,【ファンファーレ】相手の場のフォロワー1枚を選ぶ。それを消滅。,,,,,
263,速断の刃・アニエス,2,6,2,10263110,5,"【疾走】
【攻撃時】自分の場のアミュレットの枚数が2以上なら、相手の場の交戦相手でないフォロワーからランダム1枚を破壊。",,,,,
264,嗚咽の聖騎士・ウィルバート,2,6,3,10264120,6,"【守護】
【ラストワード】『聖騎兵』2枚を自分の場に出す。
【進化時】自分は『クレスト：嗚咽の聖騎士・ウィルバート』を持つ。",,,,,
265,天の守護神・アイテール,2,6,3,10264110,7,"【ファンファーレ】自分のデッキのコスト3以下のフォロワーからランダム3種類を自分の場に出す。
【守護】
【超進化時】自分の場の他のフォロワーすべては+0/+2して【オーラ】を持つ。",,,,,
266,パペットキャット,2,7,0,10271120,1,"【ファンファーレ】自分の場に超進化後のフォロワーがあるなら、『操り人形』1枚を自分の手札に加える。それは+3/+0する。
【突進】",,,,,
267,イカロスの飛翔,2,7,1,10272310,1,自分の手札のアーティファクト・フォロワー1枚を選ぶ。それは【突進】と「【ラストワード】自分のデッキから1枚を引く。」を持つ。,,,,,
268,ハートスローター・フィア,2,7,1,10272110,2,"【ファンファーレ】自分の手札の人形・フォロワー1枚を選ぶ。それは『ドールスローター』に変身する。
【必殺】",,,,,
269,暗獄の残光・ジャスパー,2,7,2,10273110,2,"【ファンファーレ】『パスト・コア』1枚を自分の手札に加える。
【進化時】自分の手札のアーティファクト・フォロワー1枚を選ぶ。それは【守護】と「能力によって破壊できない。」を持つ。",,,,,
270,アーティファクトカタパルト,2,7,0,10271210,2,"【ファンファーレ】『フューチャー・コア』1枚を自分の手札に加える。
コスト3【アクト】これを破壊。自分の手札のコスト5以下のアーティファクト・フォロワー1枚を選ぶ。それのコピー1枚を自分の場に出す。それは「相手のターン終了時、これを破壊。」を持つ。",,,,,
271,ディスペアロード・アキム,2,7,1,10272120,5,【進化時】相手の場の攻撃力4以下のフォロワー1枚を選ぶ。それを消滅して、コピー1枚を自分の場に出す。,,,,,
272,シンフォニアハート・ツヴァイ,2,7,3,10274110,5,"【ファンファーレ】『ヴィクトリア』1枚を自分の場に出す。
自分の人形・フォロワーが場に出たとき、それは【守護】を持つ。
【進化時】『改良型・操り人形』1枚を自分の場に出す。",,,,,
273,エンジンブレイダー,2,7,0,10271110,6,"【ファンファーレ】『アタックアーティファクト』1枚を自分の場に出す。『パスト・コア』1枚を自分の手札に加える。
【進化時】【ファンファーレ】と同じ能力が働く。",,,,,
274,マインドハーツ・カルラ,2,7,3,10274120,6,"【ファンファーレ】自分の手札のコスト5以下のアーティファクト・フォロワー1枚を選ぶ。それのコピー1枚を自分の場に出す。
【超進化時】これは「1ターンに2回攻撃できる。」を持つ。",,,,,
275,心有る共闘,2,7,2,10273310,6,『ロイド』1枚と『ヴィクトリア』1枚を自分の場に出す。,,,,,
